137.811813,94.866325
139.824524,122.541039
141.837234,165.814224
111.808304,135.034653
169.008774,134.617279
140.327698,139.649048
98.060867,73.732910
79.443329,169.839645
72.902031,156.757050
74.914742,144.177643
89.003685,197.514359
105.608513,216.131897
123.722870,229.717667
142.340408,232.736725
166.492889,224.182724
185.110413,205.565186
188.632660,181.412704
189.639008,164.304703
187.123123,153.234818
185.613602,144.680817
184.104065,129.585510
177.059586,108.955276
172.027832,89.331383
160.454758,74.739265
144.856293,63.166203
127.245110,58.637611
113.156166,62.159847
87.997330,81.280556
83.468742,97.382210
82.462387,110.967979
81.959213,126.566452
106.614868,166.820587
176.556412,167.323761
125.735580,167.826935
156.932526,169.336472
127.748283,138.642700
99.067215,138.642700
154.416641,139.649048
168.505585,144.680817
179.072296,135.120453
109.130753,119.018806
127.748283,127.572807
157.938889,125.056923
174.040527,120.528336
177.562775,125.056923
112.149811,182.922241
173.034180,182.922241
141.334045,190.973068
133.283234,171.349167
149.888062,171.349167
140.830872,206.068359
140.830872,197.514359
116.678398,197.514359
166.492889,197.011185
127.245110,205.565186
156.429352,202.042953
130.767349,197.011185
131.773697,192.985764
156.429352,194.998474
93.532272,223.176361
89.506859,244.812958
73.908386,260.914612
40.195553,269.468628
15.036722,277.519440
3.463659,279.532135
137.811813,244.309784
136.302292,262.927307
194.167603,263.430481
213.288315,275.506744
237.943970,277.016266
260.083740,281.041687
273.669495,286.073456
111.143456,251.354263
171.021469,267.959076
80.449684,290.602020
136.302292,296.136963
106.111687,277.519440
175.550064,284.563904
209.766068,290.602020
243.478912,296.640167
269.140930,304.187805
266.625031,327.837097
240.963028,316.767212
189.639008,315.760864
174.543716,330.352997
141.837234,323.811676
95.041801,310.225922
108.627571,323.308502
145.359467,334.881561
22.081194,325.321228
41.201904,292.614746
57.806732,324.818054
67.870270,299.659210
95.041801,320.289459
83.971916,331.862518
85.481445,224.182724
61.832146,222.170013
45.730495,214.119186
35.163788,203.049301
29.125668,183.928589
28.622490,166.317413
39.189198,140.655396
50.259087,112.477509
61.328972,88.828209
68.373444,67.694794
70.889328,50.586784
92.525925,29.956545
116.678398,18.886658
134.289581,19.893011
78.940155,75.242439
64.348030,137.133163
58.813087,181.412704
153.913467,22.912071
169.008774,26.937485
181.588181,33.478779
194.670776,43.542313
208.256546,57.128082
106.111687,45.051842
215.804199,69.707497
224.358200,86.815498
150.894409,35.994663
187.123123,62.663025
203.224777,99.394920
209.766068,125.056923
231.905838,103.923508
235.931259,118.515633
240.459854,140.152222
245.994797,160.279282
250.020203,185.941299
245.994797,204.558838
217.313721,155.247528
244.988434,225.692245
230.899490,241.290726
217.816895,252.863785
176.556412,247.832016
201.715240,224.685898
217.816895,187.954010
198.193008,78.764679
169.511948,47.064548
108.124397,89.834564
171.524658,99.898094
153.913467,104.929863
115.168869,101.910805
138.314987,72.223381
21.074841,215.628723
25.100254,96.375854
27.616137,26.434307
251.529739,27.440660
265.115509,89.331383
268.637726,142.668106
273.166321,186.444473
243.982086,247.832016
268.637726,247.328842
65.354385,238.271667
13.024015,243.806610
11.011309,157.763412
20.068487,122.037865
265.618683,108.452095
26.609783,58.134434
73.405212,9.829479
221.339142,9.829479
258.071014,52.599491
278.000000,0.000000
278.000000,339.000000
0.000000,339.000000
0.000000,0.000000
