138.290619,84.522018
141.149826,116.926353
142.102890,174.110474
113.034294,134.081589
169.741882,135.034653
141.149826,140.753067
93.019859,69.749458
75.388084,178.875809
69.193138,161.244049
68.240074,141.229599
83.965706,199.366791
95.879059,222.716965
117.799637,235.583389
140.196747,239.872208
162.593857,234.153793
185.467514,217.951630
197.857407,188.406494
206.911545,176.016602
207.864624,163.626709
210.247299,151.713364
210.723831,145.041870
200.240067,123.597832
193.568588,99.294586
175.936829,79.756676
153.539719,66.413719
128.759933,59.265705
111.604691,60.695309
82.536102,79.756676
80.629967,95.958847
81.106499,110.254875
78.723824,124.074371
102.550545,172.204330
183.084839,167.438995
124.947655,174.110474
158.781586,175.063538
127.806862,140.276535
99.214798,136.464264
157.351990,140.276535
172.601089,148.854156
185.467514,140.753067
106.362816,118.355957
130.189529,124.550903
157.351990,125.980507
177.366425,121.691696
191.662460,128.363174
108.745483,183.641159
177.366425,185.547287
143.532486,196.031052
133.048737,180.781952
151.633575,181.258484
143.532486,211.756683
144.009018,202.702530
111.604691,197.937180
170.218414,197.460648
126.853790,212.233215
159.258118,209.850540
129.236465,202.225998
128.283401,196.031052
160.687729,196.984116
86.348373,218.428162
84.918770,230.341522
76.341156,233.200729
47.749096,247.020218
19.157040,261.316254
6.767148,268.464264
138.290619,251.785553
137.814072,270.370392
195.474731,223.670029
200.240067,235.106857
224.066788,247.020218
252.182312,260.839722
269.814087,270.370392
103.503609,246.067154
173.554153,249.879425
73.958481,267.511200
137.337540,295.150177
106.839348,269.417328
170.694946,272.276520
201.669678,257.503967
231.691330,278.471466
266.001801,294.673645
264.572205,327.554504
230.261734,312.781952
199.287003,306.587006
169.265350,327.077972
135.907944,304.680878
96.832130,274.182678
105.886284,293.720581
135.907944,322.312622
12.962094,327.554504
34.406136,280.377625
56.326714,322.789185
69.193138,289.908295
108.745483,305.633942
88.254517,328.507568
69.669678,182.688080
65.380867,174.587006
65.857399,133.128525
60.138988,125.027435
57.279781,118.832489
53.467510,110.254875
52.514439,95.958847
54.420578,82.615883
60.138988,69.272926
73.481949,50.688087
92.543320,36.868591
116.846573,24.002167
136.384476,21.619495
145.438629,22.096029
72.052345,87.857765
72.052345,110.731407
74.435020,121.215164
157.351990,23.049097
172.601089,25.431768
182.131775,30.673647
191.662460,39.727798
198.810471,49.258484
103.027077,46.875813
204.528885,56.406498
208.817688,64.031044
140.196747,36.868591
174.983749,48.781948
191.662460,67.366791
198.810471,77.374008
211.676895,72.608665
215.012634,82.615883
220.254517,94.529243
220.731049,105.012993
219.777985,113.590614
217.871841,120.262093
206.911545,92.623108
215.012634,125.503967
212.629959,133.128525
209.294220,140.753067
205.958481,149.330688
205.005417,135.034653
207.388092,107.395668
184.037903,57.836102
158.781586,39.251263
106.839348,87.857765
176.889893,98.818054
158.305054,101.677254
113.034294,100.724190
140.196747,66.890251
27.734657,199.843323
23.922382,105.489532
33.453068,32.103249
248.846573,31.626715
256.471130,94.052704
253.135376,149.330688
250.752701,182.688080
220.731049,208.897476
261.712982,220.810837
68.240074,209.850540
16.774368,228.911911
27.258123,150.760284
23.445848,122.644768
261.236450,115.496750
24.875452,56.883034
81.106499,8.276534
218.824905,11.135740
251.229248,57.836102
278.000000,0.000000
278.000000,339.000000
0.000000,339.000000
0.000000,0.000000
